Year,Event,Trophy,Event Descriptions,Race Label,Finish Place,Club Name,Adj Time,Cox,Bow,2,3,4,5,6,7,Stroke,Coach,Seconds
2025,88,,Women's Masters 4x Foundation Challenge Dash,Final,5,"ZLAC Rowing Club, LTD",2:31.259,,"Rezner, Susan","Gordon, Lisa","Swasey, Kathy",,,,,"Wills, Susan",,151.25900000000001
2025,28,,Women's Youth B 4X,Final A,2,Los Gatos Rowing Club,7:22.028,,"Madson, Inés","Musolf, Gianna","Radov, Eva",,,,,"Marble, Lilah",,442.028
2025,28,,Women's Youth B 4X,Heat 2,1,Los Gatos Rowing Club,7:23.271,,"Madson, Inés","Musolf, Gianna","Radov, Eva",,,,,"Marble, Lilah",,443.271
2025,28,,Women's Youth B 4X,Final B,3,Los Gatos Rowing Club,8:23.205,,"Sotelo, Rachel","Kesavan, Harshini","Okubo, Mariko",,,,,"Chen, Lauren",,503.205
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 1,2,"Oakland Strokes, Inc.",7:05.865,"Joshi, Samyra","Gohres, Daisy","Jaffe, Harper","Walsh, Carly","MacDonald, Lyla","Ghoshal, Sephali","Murray, June","Arroyo, Alexis","Strub, Dahlia",,425.865
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Final B,1,"Oakland Strokes, Inc.",6:53.329,"Rueca, Matteus","Toan, David","Vergara, Pedro","Duransoy, Evrim","Billington, Harrison","Nikolov, Kaloyan","Spear, Sacha","Arroyo, Russell","Brodie, Senan",,413.329
2025,23,,Men's U16 4X+,Prelim,1,"Oakland Strokes, Inc.",7:28.086,"Lee, Brenden","Lee, Jacob","Picetti, Nathan","Stone, Noah",,,,,"Coulston, Hawk",,448.086
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Final,2,Los Gatos Rowing Club,7:59.052,"Skowrinek, Pearl","vallancey, bella","Kelley, Makayla","Muley, Ziya",,,,,"Mino, Belen",,479.052
2025,29,,Men's Youth B 4X,Final B,1,Los Gatos Rowing Club,7:09.193,,"Shankar, Tanav","Ramachandran, Rushil","McKenzie, Aidan",,,,,"Austin, Liam","Walker, Channing",429.193
2025,29,,Men's Youth B 4X,Heat 2,5,Los Gatos Rowing Club,6:52.064,,"Shankar, Tanav","Ramachandran, Rushil","McKenzie, Aidan",,,,,"Austin, Liam","Walker, Channing",412.064
2025,70,,Men's U17 8+,Prelim,2,Los Gatos Rowing Club,6:27.017,"Yoo, Kaira","Prasad, Satyen","WILLEY, Joseph","Feezor, Ian","Boillet, Matthieu","Shetler, Aleksander","Zuo, Dylan","Bera, Dominik","Degraff, Luke","LaScola, Trevor",387.017
2025,70,,Men's U17 8+,Final A,2,Los Gatos Rowing Club,6:35.173,"Yoo, Kaira","Prasad, Satyen","WILLEY, Joseph","Feezor, Ian","Boillet, Matthieu","Shetler, Aleksander","Zuo, Dylan","Bera, Dominik","Degraff, Luke","LaScola, Trevor",395.173
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Final,2,Los Gatos Rowing Club,6:41.432,"Stokes, Simon","Swarnapuri, Yash","Potapov, Alexander","Rostamabadi, Nick","Tufts, Henry","Habrat, Simon","Monk, Henry","Theakanath, Anthony","Habrat, Victor","LaScola, Trevor",401.432
2025,24,,Women's U17 4X,Final,2,Los Gatos Rowing Club,7:47.664,,"Juarez, Sophia","Ucar, Nar","Clevenger, Phoebe",,,,,"Agarwal, Avni",,467.664
2025,24,,Women's U17 4X,Prelim,2,Los Gatos Rowing Club,7:45.962,,"Juarez, Sophia","Ucar, Nar","Clevenger, Phoebe",,,,,"Agarwal, Avni",,465.962
2025,29,,Men's Youth B 4X,Final A,6,Redwood Scullers/PACJC,6:41.552,,"Grasman, D","Wood, William","Kanteti, Aditya Narayan",,,,,"Mathur, Abhishek",,401.552
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final A,2,Redwood Scullers/PACJC,7:04.335,,"Flynn, D","Bollyky, Alexandra","PETRI, O",,,,,"Tafoya, S",,424.335
2025,39,,Women's Collegiate B 4+ ,Heat 1,4,Washington State University Women's Rowing,7:50.070,"Brim, Tiger Lily","Montgomery, Poppy","Elliott, Hannah","Horrigan, Jessica",,,,,"Vicente, Daniella",,470.07
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Final B,2,University of California - San Diego Crew,7:36.063,"Fisk, Peyton","Key, Aura","Nowak, Katherine","Dryden, Reagan","Hunter, Charlotte","Tucker, Ameli","Cuneo, Rachel","Worley, Audrey","Scott, Indi",,456.063
2025,80,,Men's Collegiate 3V 8+,Final,2,University of California - San Diego Crew,6:44.369,"Huebner, Jacqueline","Newman, Austin","Liston, Paris","Koffler, Massimo","Vinokurov, Giorgio","Gaylord, Christian","Kilpatrick, Jack","Chung, Alex","Vasquez, Everett",,404.369
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final A,3,University of California - San Diego Crew,6:04.539,"Zeppelin, Estella","Jarotzky, Daniel","Griffin, Tate","Brown, Michael","Moakher, Adam","Pellegrini, Kyle","Park-Coburn, Camden","Lopez, Jake","Navarro, Sebastian",,364.539
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Final B,1,"Oakland Strokes, Inc.",8:04.641,"Shahsavari, Laila","Arno, Piper","DESHPANDE, Ritika","Miller, Mackenzie","Hasten, Violet","Van Every, Georgia","Hondrogen, Demeter","Young, Paige","Callaway, Amelia",,484.641
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 2,1,Newport Aquatic Center,6:04.262,"Hauge, Eva","Chait-Walter, Calvin","Betzler, Michael","Russell, Maddox","Wood, Brady","Hennessy, Magnus","Freijo, Augustine","Clark, Owen","Bimont, Arthur",,364.262
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Final A,3,Newport Aquatic Center,6:10.169,"Hauge, Eva","Chait-Walter, Calvin","Betzler, Michael","Russell, Maddox","Wood, Brady","Hennessy, Magnus","Freijo, Augustine","Clark, Owen","Bimont, Arthur",,370.169
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 1,2,Newport Aquatic Center,6:07.209,"Vidali, Allegra","Smith, Lukas","Ataian, Joobin","Kane, Paden","Wendenburg, Tristan","McCarthy, William","Murphy, Kellan","Hicks, Ethan","Martinez, Sherman",,367.209
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Heat 1,2,Newport Aquatic Center,7:23.196,"Golvelker, Sanika","Winfield, Kyla","Freijo, Isabela","Belasco, Sophia","Renger, Elizabeth","Ardelean, Giuliana","Galipeau, Clara","Aminian, Sophia","Cheng, Gianna",,443.196
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 2,3,Norcal Crew,6:22.076,"Tam, Jasper","Phillips, Soren","Alataris, Marco","Heller, Ethan","Dakin, Thoreson","Chernoff, Nathan","Ochoa, Alex","Thiyagarajan, Tilak","Sin, Tobias","Kaitz, John",382.076
2025,67,,Women's Youth 8+,Heat 1,2,Norcal Crew,7:14.487,"Riney, Elise","Fathers, Liberty","Wu, Hannah","Friedman, Katie","Richwien, Anna","Ciechanover, Ana","Eglington, Aidyn","Farano, Vienna","Zweig, Sadie","SIMON, LAURA",434.487
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Final A,2,University of Washington,6:20.139,"Murdock, Grace","Mirfin, Shakira","Hay, Olivia","Mullen, Cillian","Kemp, Zola","Rocek, Aisha","Duvernay Tardif, Marilou","Houston, Sophie","Lee, Megan",,380.139
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Final A,1,University of Washington,7:06.145,"Randall, Camille","Burbine, Paris","Whittard, Cait","Weir, Jess",,,,,"Meuleman, Ava",,426.145
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Final A,2,University of Washington,6:31.341,"Michaelson, Isabel","Parker, Madeleine","Nash, Leah","Waters, Emma","Holbrow Brooksbank, Violet","Calder, Mira","Sheppard, Chloe","Jones, Sally","Freer, Jordan",,391.341
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Final A,2,"Steeringuwright, LLC",6:57.813,"Felso, August","Graubard, Cinda","Moquin, Angela","Malcolm, Kristine","Cunningham, Renee","Falkenthal, Tracy","Bellantoni, Janet","Neuharth, Pamela","O'Brien, Wendy","Cunningham, Cassandra",417.813
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Heat 2,1,"Steeringuwright, LLC",7:01.309,"Felso, August","Graubard, Cinda","Moquin, Angela","Malcolm, Kristine","Cunningham, Renee","Falkenthal, Tracy","Bellantoni, Janet","Neuharth, Pamela","O'Brien, Wendy","Cunningham, Cassandra",421.309
2025,73,Presidents Trophy,Men's Masters B 8+ Presidents Trophy (36-42) ,Final,3,Palmer Racing,6:23.665,"Mund, Christian","Owston, Thomas","McLaughlin, James","Werntz, Bradley","Garcia, Gracio","Rubin, Bret","Harwood, Lou","Palmer, Henry","Gentry, Todd",,383.665
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 1,2,University of California - Davis Crew,6:53.735,"Crisp, Rosaly","Poojary, Varun","Barrick, Ryan","Bennett, Evan","Radovic, Jovan","Papell, Andru","Cohen, Nathaniel","Daugherty, Jack","Carbo, Penn",,413.735
2025,42,Anderson Borthwick Memorial Cup,Men's Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,Prelim,2,Club Náutico de San Juan,6:12.002,"Bose, Pranay","Diggons, Joshua","Alcorn, James","Phelps, Nathan","Hudgins, Jacob","Hollingsworth, Henry","Falstrup, Evan","Rodriguez, Augustine","Legenzowski, William",,372.002
2025,42,Anderson Borthwick Memorial Cup,Men's Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,Final A,1,Club Náutico de San Juan,5:54.952,"Bose, Pranay","Diggons, Joshua","Alcorn, James","Phelps, Nathan","Hudgins, Jacob","Hollingsworth, Henry","Falstrup, Evan","Rodriguez, Augustine","Legenzowski, William",,354.952
2025,78,Coach Del Beekley Volunteer Trophy,Men's Masters C 8+ Coach Del Beekley Volunteer Cup (43-49) ,Final,1,Club Náutico de San Juan,6:26.259,"Bose, Pranay","Mallen, Joe","Holbrook, Benjamin","Brown, Taylor","Besser, James","Hollingsworth, Henry","Cunningham, Luke","Hoyle, Philip","Crosby, Joshua",,386.259
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Final B,0,Palmer Racing,0.000,"Mund, Christian","Owston, Thomas","McLaughlin, James","Werntz, Bradley","Garcia, Gracio","Rubin, Bret","Harwood, Lou","Palmer, Henry","Gentry, Todd",,0
2025,81,,Women's DII/DIII/Club Collegiate 4+,Final,2,University of California - Davis Crew,8:48.271,"Michel, Jaden","Faller, Cecelia","Scarioni, Maggie","Rioja, Isabella",,,,,"Murray, Kieli",,528.271
2025,9,Jack Buchanan Memorial Trophy,Men's Masters A 8+ Jack Buchanan Memorial Trophy (27-35) ,Final,2,Club Náutico de San Juan,6:21.750,"Bose, Pranay","Alcorn, James","Falstrup, Evan","Mallen, Joe","Besser, James","Brown, Taylor","Cunningham, Luke","Phelps, Nathan","Legenzowski, William",,381.75
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 2,0,Club Náutico de San Juan,0.000,"Bose, Pranay","Mallen, Joe","Falstrup, Evan","Brown, Taylor","Besser, James","Hollingsworth, Henry","Cunningham, Luke","Rodriguez, Augustine","Legenzowski, William",,0
2025,50,,Mixed PR3 Inc 2x,Final,1,"Steeringuwright, LLC",9:29.779,,"Willey, Brandon",,,,,,,"Jewell, Erin",,569.779
2025,39,,Women's Collegiate B 4+ ,Heat 2,3,UCLA Women's Rowing,7:45.061,"Jacquay, Emma","mcdermott, Siena","Devine, Angela","Adey, Julia",,,,,"Walsh, Noelle",,465.061
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final A,5,Seattle Preparatory School,6:32.605,,"Kruse, Andrew","Tilghman-Havens, Joseph","McDonald, Joseph",,,,,"Yeatman, Carter",,392.605
2025,28,,Women's Youth B 4X,Heat 1,3,Seattle Preparatory School,7:46.052,,"Moran, Kaitlin","Gunter, Emma","Gowans, Maja",,,,,"Ferullo, Macy",,466.052
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 3,2,Seattle Preparatory School,7:35.039,,"Olivar, Sofia","Reed, London","Desai, Asa",,,,,"Noble, Lucy",,455.039
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final A,2,Marin Rowing Association,6:24.367,"Anawalt, Parker Rose","Westmont, Joshua","Weston, Nate","Supino, Brennan","Jett, Thomas","Wollenweber, Noah","Sicklick, Adam","Burke, Declan","Luce, Brody",,384.367
2025,1,,Mixed Masters Club 8+,Heat 2,3,Marin Rowing Association,7:19.617,"Hamill, George","Press, Kimberly","Wagner, Mary","Bowman, Jennifer","Lowenstein, Diane","Maushardt, Will","Wagner, Robert","Namdar, Cyrus","Kropelnicki, Benjamin",,439.617
2025,25,,Men's U17 4X,Final,2,Maritime Rowing Club,6:49.390,,"Quaglino, Andrew","McGillion-Moore, Charles","Yang, Alex",,,,,"Crotty, Declan","Rauchfuss, Laura",409.39
2025,7,,Men's Masters Club 4X,Final,2,River City Rowing Club,6:09.961,,"Griffith, Joel","Disney, John","billingsley, david",,,,,"Darrah, Gregory",,369.961
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 3,1,River City Rowing Club,6:28.162,,"Chen, Owen","Martinez-Vaughan, Diego","Keys, Atticus",,,,,"Davids, Benjamin",,388.162
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Heat 1,2,USC Women's Rowing,7:35.242,"Pedone, IsaBella","Clifford, Maeve","Wilson, Olivia","Eamer, Grace",,,,,"George, Kirstin",,455.242
2025,40,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Prelim,2,USC Women's Rowing,6:56.692,"Clark, Anna","Bell, Raquel","Muhlner, Zoe","Sorensen, Chloe","Cullinan, Brecken","Kragh, Lia","Schofield, Lucy","Kelly, Olivia","Regan, Grace",,416.692
2025,40,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Final A,1,USC Women's Rowing,6:58.098,"Clark, Anna","Bell, Raquel","Muhlner, Zoe","Sorensen, Chloe","Cullinan, Brecken","Kragh, Lia","Schofield, Lucy","Kelly, Olivia","Regan, Grace",,418.098
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Heat 1,2,USC Women's Rowing,6:29.748,"Kirkorsky, Mia","DeLisle, Alexandra","Gyssels, Louise","Aceves, Olivia","Lysaker, Isabella","Amling, Chloe","Aron, Annabel","Endrekson, Gerli","Vasilyeva, Viktoryia",,389.748
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Heat 1,3,Gonzaga University Crew,6:17.192,"Williams, Bradley","Serafin, Charles","Weyrauch, Patrick","Evenson, Haydon","Michalske, Benjamin","Loney, Cooper","McCarthy, Aidan","Urvater, Garrett","Blair, Trent",,377.192
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Heat 1,2,USC Women's Rowing,6:48.825,"Ariathurai, Ellen","McMahan, Haleen","Cronin, Regan Mary","Garijo, Francesca","Karten, Julia","Pernas Rodriguez, Raquel","Meakin, Chiara","Korellis, Isabella","Barbier, Solange",,408.825
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 2,2,Rowing Club of the Woodlands,7:16.199,,"Bustamante Dacasa, Maria Jose","Krathaus, Enya","Shiver, Lili",,,,,"Muncherjee, Alisha","Kelvin, Richard",436.199
2025,41,Carley Copley Cup,Women's Open 8+ Carley Copley Cup,Final A,3,University of California-Berkeley,6:50.353,"Jaffe, Sam","Jennings, Gabrielle","Lewerenz, Ella","Banks, Claire","Cox, Maddy","Brown, Annie","O’Sullivan, Allegra","Hoadley, Zara","Meskis, Miya",,410.353
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Heat 2,2,University of California-Berkeley,7:23.234,"Obsitnik, Kira","McDermott, Katie","McKernan, Zoe","Furlonger, Amy",,,,,"Pearson, Alexandra",,443.234
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Heat 2,2,University of California-Berkeley,6:32.246,"Fullington, Julia","Ward, Sophie","Roth, Olivia Catarina","Kearney, Shannon","Campbell, Isobel","Crampin, Lola","Irmler, Julia","Pember, Lily","Bosio, Giulia",,392.246
2025,41,Carley Copley Cup,Women's Open 8+ Carley Copley Cup,Prelim,3,University of Washington,6:40.853,"Inouye, Taylor","Cronin, Audrey","Myers, Emily","Maycotte, Marin","Law, Caroline","Tyler, Samantha","Hahl, Annelise","Worthington, Grace","Bayer, Ella",,400.853
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Heat 2,2,University of California-Berkeley,6:20.214,"Melnick, Piper","Luke, Della","Hunt Davis, Julia","van Westreenen, Lotta","Miller, Star Rose","Wheeler, Ella","Abbott, Lily","Berger, Ella","Bouman, Minou",,380.214
2025,13,Campland on the Bay Trophy,Women's Masters F 8+ Campland on the Bay Trophy (60-64) ,Final,1,Marin Rowing Association,7:40.561,"Hamill, George","Kendall, Denise","White, Lisa","McCarty, Laura","Laurberg, Tina","Aarsheim, Nadine","Boyd, Kate","Panko, Jennifer","Scott, Renata","Soares, Julio",460.561
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Heat 2,2,Marin Rowing Association,7:18.398,"Lau, Avery","Lewis, Evelyn","Elkhoury, Sahara","Reinhardt, Lauren","Bentley, Eleanor","Cherniss, Frankie","Hardin, Ada","Klimenko, Charlotte","Wilmes, Adelaide",,438.398
2025,67,,Women's Youth 8+,Final A,3,Marin Rowing Association,6:51.719,"Harries-Jones, Avery","Berman, Noa","Brooks, Ava","Campbell, Amalia","Goffin, Sylvie","Harrison, Lindsay","Warner, Isabella","Frushtick, Chloe","Ballantyne, Margaret",,411.719
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Prelim,1,Marin Rowing Association,6:32.231,"Berger, Jacob","Lundgren, Greyson","Gridley, Lukas","Pritchard, Grady","Evans, Colin","Schneider, Harrison","Ham, Sungju","Supino, Sawyer","Hallemeier, Talan",,392.231
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Heat 1,2,Sammamish Rowing Association,7:12.212,"Moseley, Jamie","Poltorak, Yulia","Johnston, Nancy","Akers, Jessica","Stansell, Kalini","Kartaltepe, Christen","Postlewait, Lauren","Andaker, Greta","Teschke, Jennifer",,432.212
2025,1,,Mixed Masters Club 8+,Heat 1,5,Marin Rowing Association,7:32.999,"Johnson, Laurel","Leavitt Cantarutti, Melanie","Arellano, Lydia","Rafner, Joshua","Devulapalli, Praveen","Johnson, Kara","Johnson, Jacob","MARTIN, THERESA","Pay, Bryan",,452.999
2025,5,,Women's Masters D 8+ (50-54),Final,2,Marin Rowing Association,7:43.472,"Skinner, Lily","Cooper, Kerry","Dryer, Allison","Good, Paris","Jett, Marianne","Ament, Alexandra","Rittenberry, Janece","Scott, Pam","Keller, Kimberlie","Soares, Julio",463.472
2025,75,Kearney Johnston Memorial Cup,Women's Masters E 8+ Kearney Johnston Cup (55-59) ,Final,6,Long Beach Rowing Association,8:07.905,"Glidden, Therese","Luther, Terry","Miller, Valerie","Wong, Sherry","Richards, Pat","Phelps, Celeste","Gildard, Trisa","Bickford, Tatyana","Faustina, Sharon","Gleie Baverstock, Katrin",487.905
2025,76,Stewards Cup,Men's Masters E 8+ Stewards Cup (55-59) ,Final,3,Long Beach Rowing Association,6:58.410,"Schrader, Judy","Long, Michael","Pagnanelli, James","Curwen, Thomas","Steege, Christopher","Vance, Kevan","McAndrews, Mike","Hasenyager, Paul","O'Toole, Thomas",,418.40999999999997
2025,1,,Mixed Masters Club 8+,Final B,0,"Community Rowing, Inc.",0.000,"Bedard, Marcel","Carlson, Madeline","Saalau, Susanne","Bayko, Rick","Schwarzer, Franklin","SAARELA, CATHERINE","kelley, charlotte","Leonardo, Thomas","Yoo, Chris","SAARELA, CATHERINE",0
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Final B,1,Sacramento State,6:48.740,"Goldsmith, Emma","Reed, Valarie","Brooks, Ruth","Murray, Mackenzie","Holmes, Ella","Okhremtchuk, Daria","Marais, Nieka","Waring, Harper","Godwin, Kaylee",,408.74
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Final B,1,Sacramento State,8:09.379,"Barrow, Ella","Stockton, Emma","Stehlik, Nela","Nixon, Bryleigh",,,,,"Gaston, Pearl",,489.379
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 1,2,Texas Rowing Center,7:34.310,,"Griebel, Madeleine","Seals, Ayre","Portilla, Natalia",,,,,"Rivas, Isabel",,454.31
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 4,1,Texas Rowing Center,6:27.753,,"Ellis, Frederick","Haselwood, Hendrix","Jeffrey, James",,,,,"Collins, Carson",,387.753
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Prelim,5,Marina Aquatic Center Junior Rowing,7:54.683,"Bolno, Eva","Demorest, Taylor","Tucker, Shiloh","Chamberlin, Gabriella",,,,,"Daugherty, Sarah",,474.683
2025,67,,Women's Youth 8+,Heat 3,3,Marina Aquatic Center Junior Rowing,7:20.119,"Roth, Sloane","Myrose, Avery","Jacob, Dylan","Derse, Elodie Grace","Ryan-Shirley, Alexa Rose","Mozenter, Mia","Digilio, Ella","Ward, Jacqueline","Demorest, Jocelyn",,440.119
2025,20,,Women's U16 8+,Final,2,St. Ignatius College Prep,7:33.938,"West, Natalie","Stewart, Cailyn","Lange, Jackelyn","Rathgeb, Noemi","Horan, Olivia","Nangle, Elizabeth","Barrett, Tatum","Arieta, Marcella","Antonini, Fiona",,453.938
2025,20,,Women's U16 8+,Prelim,2,St. Ignatius College Prep,7:25.578,"West, Natalie","Stewart, Cailyn","Lange, Jackelyn","Rathgeb, Noemi","Horan, Olivia","Nangle, Elizabeth","Barrett, Tatum","Arieta, Marcella","Antonini, Fiona",,445.578
2025,67,,Women's Youth 8+,Heat 2,3,St. Ignatius College Prep,7:21.179,"Filice, Sofia","Ewing, Jacqueline","Tin, Avery","Haller, Amelia","Moreno, Martina","Pellegrini, Julia","Landers, Aisling","Schlampp, Isabel","Lin, Kate",,441.179
2025,67,,Women's Youth 8+,Final B,3,St. Ignatius College Prep,7:46.098,"Filice, Sofia","Ewing, Jacqueline","Tin, Avery","Haller, Amelia","Moreno, Martina","Pellegrini, Julia","Landers, Aisling","Schlampp, Isabel","Lin, Kate",,466.098
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Final B,1,St. Ignatius College Prep,7:44.615,"Galligan, Olivia","Foster, Caroline","Hernandez, Marcela","Weatherill, Audrey","Chavaree, Lily","Quilici, Mia","Lehane, Elena","Hogan, Mikaela","Del Santo, Delaney",,464.615
